;X0;Y0;VX0;VY0;ACCX0;ACCY0;MIDDLE_LANE_COORDS;X1;Y1
184;1;0;13.736332378720086;0;0;0;[101.09940630738005, 0];128.91394784119967;0
185;1;0;13.736332378720086;0;0;0;[101.64885960252886, 0];129.5058714707714;0
186;1;0;13.736332378720086;0;0;0;[102.19831289767767, 0];130.09779510034315;0
187;1;0;13.736332378720086;0;0;0;[102.74776619282648, 0];130.6897187299149;0
188;1;0;13.736332378720086;0;0;0;[103.29721948797528, 0];131.28164235948663;0
189;1;0;13.736332378720086;0;0;0;[103.84667278312409, 0];131.87356598905836;0
190;1;0;13.736332378720086;0;0;0;[104.3961260782729, 0];132.4654896186301;0
191;1;0;13.736332378720086;0;0;0;[104.94557937342171, 0];133.05741324820184;0
192;1;0;13.736332378720086;0;0;0;[105.49503266857052, 0];133.64933687777355;0
193;1;0;13.736332378720086;0;0;0;[106.04448596371932, 0];134.2412605073453;0
194;1;0;13.736332378720086;0;0;0;[106.59393925886813, 0];134.83318413691703;0
195;1;0;13.736332378720086;0;0;0;[107.14339255401694, 0];135.42510776648876;0
196;1;0;13.736332378720086;0;0;0;[107.69284584916575, 0];136.0170313960605;0
197;1;0;13.736332378720086;0;0;0;[108.24229914431456, 0];136.60895502563224;0
198;1;0;13.736332378720086;0;0;0;[108.79175243946337, 0];137.20087865520398;0
199;1;0;13.736332378720086;0;0;0;[109.34120573461217, 0];137.79280228477572;0
